Name;Categories;Price tax excluded;Tax rules ID;Quantity;Description;Short description;Image URLs;Active
Patina Speckled Woollala KidSilk Lace;Włóczki;112.00;1;10;Opis produktu Patina Speckled Woollala KidSilk Lace.;Krótki opis Patina Speckled Woollala KidSilk Lace.;https://miedzydrutami.pl/wp-content/uploads/2023/06/WOOLLALA-KIDSILK-LACE-PATINA-SPECKLED-370x444.jpg;1
Cashmere Classic Cardiff;Włóczki;69.00;1;10;Opis produktu Cashmere Classic Cardiff.;Krótki opis Cashmere Classic Cardiff.;https://miedzydrutami.pl/wp-content/uploads/2024/05/Cardiff-Cashmere-Classic-501-370x444.jpg;1
Zestaw drutów Mindful Kindness;Włóczki;295.00;1;10;Opis produktu Zestaw drutów Mindful Kindness.;Krótki opis Zestaw drutów Mindful Kindness.;https://miedzydrutami.pl/wp-content/uploads/2023/06/the-mindful-collection-the-kindness-set-4-370x444.jpg;1
Etui Malmo Muud;Włóczki;69.00;1;10;Opis produktu Etui Malmo Muud.;Krótki opis Etui Malmo Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/06/Malmo-muud-black-370x444.jpg;1
Etui HOPE Muud;Włóczki;260.00;1;10;Opis produktu Etui HOPE Muud.;Krótki opis Etui HOPE Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/06/Hope-muud-braz-370x444.webp;1
Plecak Gimo Muud;Włóczki;650.00;1;10;Opis produktu Plecak Gimo Muud.;Krótki opis Plecak Gimo Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/09/Gimo-muud-braz-370x444.jpg;1
Torba Bella Muud;Włóczki;400.00;1;10;Opis produktu Torba Bella Muud.;Krótki opis Torba Bella Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/06/Bella-muud-braz-370x444.webp;1
Nerka Vegas Muud;Włóczki;420.00;1;10;Opis produktu Nerka Vegas Muud.;Krótki opis Nerka Vegas Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/06/vegas-muud-370x444.jpg;1
Torba LAURA Mini Muud;Włóczki;300.00;1;10;Opis produktu Torba LAURA Mini Muud.;Krótki opis Torba LAURA Mini Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/Laura-mini-muud-1-370x444.jpg;1
Torba DENVER Muud;Włóczki;650.00;1;10;Opis produktu Torba DENVER Muud.;Krótki opis Torba DENVER Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/Denver-muud-braz-370x444.jpg;1
Torba HIBA Muud;Włóczki;680.00;1;10;Opis produktu Torba HIBA Muud.;Krótki opis Torba HIBA Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/Hiba-muud-braz-370x444.jpg;1
Etui Espoo Muud;Włóczki;53.00;1;10;Opis produktu Etui Espoo Muud.;Krótki opis Etui Espoo Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/espoo-muud-370x444.jpg;1
Etui Lucy Muud;Włóczki;420.00;1;10;Opis produktu Etui Lucy Muud.;Krótki opis Etui Lucy Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/Lucy-muud-braz-front-370x444.jpg;1
Żyłka wymienna obrotowa KnitPro;Włóczki;17.00;1;10;Opis produktu Żyłka wymienna obrotowa KnitPro.;Krótki opis Żyłka wymienna obrotowa KnitPro.;https://miedzydrutami.pl/wp-content/uploads/2023/05/zylka-do-drutow-wymiennych-knitpro-360-370x444.jpg;1
Etui DALLAS Muud;Włóczki;130.00;1;10;Opis produktu Etui DALLAS Muud.;Krótki opis Etui DALLAS Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/Dallas-muud-braz-2-370x444.jpg;1
PetiteKnit wzory Lyon Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Lyon Sweater.;Krótki opis PetiteKnit wzory Lyon Sweater.;https://miedzydrutami.pl/wp-content/uploads/2023/05/PetiteKnit_Lyon_Sweater_2-370x444.jpg;1
PetiteKnit wzory Poppy Tee;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Poppy Tee.;Krótki opis PetiteKnit wzory Poppy Tee.;https://miedzydrutami.pl/wp-content/uploads/2023/06/petiteknit-wzory-poppy-tee-370x444.webp;1
PetiteKnit wzory French Market Bag;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory French Market Bag.;Krótki opis PetiteKnit wzory French Market Bag.;https://miedzydrutami.pl/wp-content/uploads/2023/05/petiteknit-french-bag-370x444.jpg;1
PetiteKnit wzory Jenny Jacket;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Jenny Jacket.;Krótki opis PetiteKnit wzory Jenny Jacket.;https://miedzydrutami.pl/wp-content/uploads/2023/09/wzor-petite-knit-jenny-jacket-370x444.jpg;1
Etui Emeli Muud;Włóczki;130.00;1;10;Opis produktu Etui Emeli Muud.;Krótki opis Etui Emeli Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/etui-emeli-muud-1-370x444.jpg;1
Metka PetiteKnit logo;Włóczki;5.00;1;10;Opis produktu Metka PetiteKnit logo.;Krótki opis Metka PetiteKnit logo.;https://miedzydrutami.pl/wp-content/uploads/2023/09/petiteknit-metka-logo-370x444.jpg;1
Podszewka French Market Bag PetiteKnit;Włóczki;45.00;1;10;Opis produktu Podszewka French Market Bag PetiteKnit.;Krótki opis Podszewka French Market Bag PetiteKnit.;https://miedzydrutami.pl/wp-content/uploads/2023/05/petiteknit-french-bag-podszewka-370x444.jpg;1
Pasek French Market Bag PetiteKnit;Włóczki;125.00;1;10;Opis produktu Pasek French Market Bag PetiteKnit.;Krótki opis Pasek French Market Bag PetiteKnit.;https://miedzydrutami.pl/wp-content/uploads/2023/05/petiteknit-pasek-do-torby-french-bag-1-370x444.webp;1
Golarka do dzianin PetiteKnit;Włóczki;105.00;1;10;Opis produktu Golarka do dzianin PetiteKnit.;Krótki opis Golarka do dzianin PetiteKnit.;https://miedzydrutami.pl/wp-content/uploads/2023/05/petiteknit-golarka-do-dzianin-370x444.jpg;1
Żyłka pomocnicza PetiteKnit;Włóczki;16.90;1;10;Opis produktu Żyłka pomocnicza PetiteKnit.;Krótki opis Żyłka pomocnicza PetiteKnit.;https://miedzydrutami.pl/wp-content/uploads/2023/05/petiteknit-zylka-pomocnicza-do-oczek-370x444.jpg;1
Gumka elastyczna PetiteKnit;Włóczki;16.90;1;10;Opis produktu Gumka elastyczna PetiteKnit.;Krótki opis Gumka elastyczna PetiteKnit.;https://miedzydrutami.pl/wp-content/uploads/2023/05/petiteknit-nic-elastyczna-gumka-370x444.webp;1
Wheat Comfy Merino;Włóczki;104.50;1;10;Opis produktu Wheat Comfy Merino.;Krótki opis Wheat Comfy Merino.;https://miedzydrutami.pl/wp-content/uploads/2023/04/wheat-comfy-merino-martins-lab-370x444.webp;1
Peacock Purple Comfy Merino;Włóczki;104.50;1;10;Opis produktu Peacock Purple Comfy Merino.;Krótki opis Peacock Purple Comfy Merino.;https://miedzydrutami.pl/wp-content/uploads/2023/04/peacock-purple-comfy-merino-martins-lab-370x444.webp;1
Indygo Comfy Merino;Włóczki;104.50;1;10;Opis produktu Indygo Comfy Merino.;Krótki opis Indygo Comfy Merino.;https://miedzydrutami.pl/wp-content/uploads/2023/04/indygo-comfy-merino-martins-lab-370x444.webp;1
Celestia Comfy Merino;Włóczki;104.50;1;10;Opis produktu Celestia Comfy Merino.;Krótki opis Celestia Comfy Merino.;https://miedzydrutami.pl/wp-content/uploads/2023/04/celestia-comfy-merino-martins-lab-370x444.webp;1
Torba Saturn Muud;Włóczki;590.00;1;10;Opis produktu Torba Saturn Muud.;Krótki opis Torba Saturn Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/03/Saturn-whisky-muud-torba-370x444.jpg;1
Etui Helsinki Muud;Włóczki;129.00;1;10;Opis produktu Etui Helsinki Muud.;Krótki opis Etui Helsinki Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/Helsinki-muud-braz-1-370x444.jpg;1
Etui Helsinki XL Muud;Włóczki;145.00;1;10;Opis produktu Etui Helsinki XL Muud.;Krótki opis Etui Helsinki XL Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/helsinki-xl-muud-braz-370x444.jpg;1
Etiu Stockholm Muud;Włóczki;399.00;1;10;Opis produktu Etiu Stockholm Muud.;Krótki opis Etiu Stockholm Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/Stockholm-muud-370x444.jpg;1
Saszetka Dust Muud;Włóczki;285.00;1;10;Opis produktu Saszetka Dust Muud.;Krótki opis Saszetka Dust Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/Dust-Muud-braz-370x444.webp;1
Saszetka Sandnes Muud;Włóczki;310.00;1;10;Opis produktu Saszetka Sandnes Muud.;Krótki opis Saszetka Sandnes Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/Sandnes-muud-braz-370x444.jpg;1
Torba Arendal Muud;Włóczki;680.00;1;10;Opis produktu Torba Arendal Muud.;Krótki opis Torba Arendal Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/04/Arendal-muud-torba-370x444.jpg;1
Torba Donna Muud;Włóczki;540.00;1;10;Opis produktu Torba Donna Muud.;Krótki opis Torba Donna Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/04/Donna-muud-torba-370x444.jpg;1
Torba Enturn Muud;Włóczki;680.00;1;10;Opis produktu Torba Enturn Muud.;Krótki opis Torba Enturn Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/Enturn-muud-torba-projektowa-black-370x444.jpg;1
Torba Harmony Muud;Włóczki;399.00;1;10;Opis produktu Torba Harmony Muud.;Krótki opis Torba Harmony Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/Harmony-muud-braz-370x444.jpg;1
Kufer Lexi Muud;Włóczki;680.00;1;10;Opis produktu Kufer Lexi Muud.;Krótki opis Kufer Lexi Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/torba-lexi-muud-braz-370x444.jpg;1
Torba Marina Muud;Włóczki;749.00;1;10;Opis produktu Torba Marina Muud.;Krótki opis Torba Marina Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/torba-marina-muud-370x444.jpg;1
Torba Stavanger Muud;Włóczki;540.00;1;10;Opis produktu Torba Stavanger Muud.;Krótki opis Torba Stavanger Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/05/Stavanger-muud-torba-projektowa-braz-370x444.jpg;1
Torba Vadso Muud;Włóczki;350.00;1;10;Opis produktu Torba Vadso Muud.;Krótki opis Torba Vadso Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/04/Vadso-muud-torba-370x444.jpg;1
Szydełko drewniane Ginger KnitPro;Włóczki;23.00;1;10;Opis produktu Szydełko drewniane Ginger KnitPro.;Krótki opis Szydełko drewniane Ginger KnitPro.;https://miedzydrutami.pl/wp-content/uploads/2023/04/szydelko-knitpro-ginger-2-370x444.jpg;1
Szydełko metalowe ChiaoGoo;Włóczki;29.00;1;10;Opis produktu Szydełko metalowe ChiaoGoo.;Krótki opis Szydełko metalowe ChiaoGoo.;https://miedzydrutami.pl/wp-content/uploads/2023/04/szydelko-chiaogoo-bamboo-grif-370x444.jpg;1
Druty KnitPro Ginger 80cm;Włóczki;32.00;1;10;Opis produktu Druty KnitPro Ginger 80cm.;Krótki opis Druty KnitPro Ginger 80cm.;https://miedzydrutami.pl/wp-content/uploads/2023/04/druty-na-zylce-knitpro-ginger-1-370x444.jpg;1
Druty KnitPro Ginger 100cm;Włóczki;32.00;1;10;Opis produktu Druty KnitPro Ginger 100cm.;Krótki opis Druty KnitPro Ginger 100cm.;https://miedzydrutami.pl/wp-content/uploads/2023/04/druty-na-zylce-knitpro-ginger-1-370x444.jpg;1
Druty KnitPro Cubics 80cm;Włóczki;40.00;1;10;Opis produktu Druty KnitPro Cubics 80cm.;Krótki opis Druty KnitPro Cubics 80cm.;https://miedzydrutami.pl/wp-content/uploads/2023/04/druty-na-zylce-knitpro-cubics-370x444.jpg;1
Druty KnitPro Cubics 100cm;Włóczki;35.00;1;10;Opis produktu Druty KnitPro Cubics 100cm.;Krótki opis Druty KnitPro Cubics 100cm.;https://miedzydrutami.pl/wp-content/uploads/2023/04/druty-na-zylce-knitpro-cubics-370x444.jpg;1
Druty skarpetkowe Ginger 20cm KnitPro;Włóczki;45.00;1;10;Opis produktu Druty skarpetkowe Ginger 20cm KnitPro.;Krótki opis Druty skarpetkowe Ginger 20cm KnitPro.;https://miedzydrutami.pl/wp-content/uploads/2023/04/druty-skarpetkowe-knitpro-ginger-1-370x444.jpg;1
Druty skarpetkowe Ginger 15cm KnitPro;Włóczki;39.00;1;10;Opis produktu Druty skarpetkowe Ginger 15cm KnitPro.;Krótki opis Druty skarpetkowe Ginger 15cm KnitPro.;https://miedzydrutami.pl/wp-content/uploads/2023/04/druty-skarpetkowe-knitpro-ginger-1-370x444.jpg;1
Druty skarpetkowe bambus ChiaoGoo;Włóczki;44.00;1;10;Opis produktu Druty skarpetkowe bambus ChiaoGoo.;Krótki opis Druty skarpetkowe bambus ChiaoGoo.;https://miedzydrutami.pl/wp-content/uploads/2023/04/Druty-skarpetkowe-bamboo-natural-15cm-370x444.jpg;1
Bilum Yarns Bataplai 200g;Włóczki;318.00;1;10;Opis produktu Bilum Yarns Bataplai 200g.;Krótki opis Bilum Yarns Bataplai 200g.;https://miedzydrutami.pl/wp-content/uploads/2023/04/IMG_4035-370x444.png;1
Agrafki do odkładania oczek KnitPro;Włóczki;17.90;1;10;Opis produktu Agrafki do odkładania oczek KnitPro.;Krótki opis Agrafki do odkładania oczek KnitPro.;https://miedzydrutami.pl/wp-content/uploads/2023/04/agrafki-1-370x444.jpg;1
DUO Sandnes Garn;Włóczki;29.90;1;10;Opis produktu DUO Sandnes Garn.;Krótki opis DUO Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2023/05/Duo-sandnes-garn-kolor-1002-370x444.webp;1
Bilum Yarns Bataplai 100g;Włóczki;159.00;1;10;Opis produktu Bilum Yarns Bataplai 100g.;Krótki opis Bilum Yarns Bataplai 100g.;https://miedzydrutami.pl/wp-content/uploads/2023/04/IMG_4035-370x444.png;1
Bilum Yarns Bataplai jednobarwne;Włóczki;119.00;1;10;Opis produktu Bilum Yarns Bataplai jednobarwne.;Krótki opis Bilum Yarns Bataplai jednobarwne.;https://miedzydrutami.pl/wp-content/uploads/2023/04/Bataplai-precel-412-2-370x444.jpg;1
PetiteKnit wzory Sunday Tee;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Sunday Tee.;Krótki opis PetiteKnit wzory Sunday Tee.;https://miedzydrutami.pl/wp-content/uploads/2023/04/petiteknit-wzory-sunday-tee-370x444.jpg;1
PetiteKnit wzory Sophie Shawl;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Sophie Shawl.;Krótki opis PetiteKnit wzory Sophie Shawl.;https://miedzydrutami.pl/wp-content/uploads/2023/04/Petiteknit-wzory-sophie-shawl-370x444.jpg;1
PetiteKnit wzory Sophie Scarf;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Sophie Scarf.;Krótki opis PetiteKnit wzory Sophie Scarf.;https://miedzydrutami.pl/wp-content/uploads/2023/04/Petiteknit-wzory-sophie-scarf-370x444.webp;1
PetiteKnit wzory Rigmor Tee;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Rigmor Tee.;Krótki opis PetiteKnit wzory Rigmor Tee.;https://miedzydrutami.pl/wp-content/uploads/2023/04/PetiteKnit_Rigmor_Tee_2-370x444.jpg;1
PetiteKnit wzory No Frills Cardigan;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory No Frills Cardigan.;Krótki opis PetiteKnit wzory No Frills Cardigan.;https://miedzydrutami.pl/wp-content/uploads/2023/04/petiteknit-wzory-no-frills-cardigan-370x444.jpg;1
PetiteKnit wzory Monday Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Monday Sweater.;Krótki opis PetiteKnit wzory Monday Sweater.;https://miedzydrutami.pl/wp-content/uploads/2023/04/Petiteknit-wzory-monday-sweater-370x444.jpg;1
PetiteKnit wzory Moby Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Moby Sweater.;Krótki opis PetiteKnit wzory Moby Sweater.;https://miedzydrutami.pl/wp-content/uploads/2023/04/Petiteknit-wzory-moby-sweater-370x444.jpg;1
PetiteKnit wzory Moby Slipover;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Moby Slipover.;Krótki opis PetiteKnit wzory Moby Slipover.;https://miedzydrutami.pl/wp-content/uploads/2023/04/Petiteknit-wzory-moby-slipover-370x444.jpg;1
PetiteKnit wzory Moby Slipover;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Moby Slipover.;Krótki opis PetiteKnit wzory Moby Slipover.;https://miedzydrutami.pl/wp-content/uploads/2023/04/Petiteknit-wzory-moby-slipover-370x444.jpg;1
PetiteKnit wzory Melange Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Melange Sweater.;Krótki opis PetiteKnit wzory Melange Sweater.;https://miedzydrutami.pl/wp-content/uploads/2023/04/Petiteknit-melange-sweater-370x444.jpg;1
PetiteKnit wzory Louvre Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Louvre Sweater.;Krótki opis PetiteKnit wzory Louvre Sweater.;https://miedzydrutami.pl/wp-content/uploads/2023/04/petiteknit-wzory-louvre-sweater-370x444.jpg;1
PetiteKnit wzory Friday Slipover;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Friday Slipover.;Krótki opis PetiteKnit wzory Friday Slipover.;https://miedzydrutami.pl/wp-content/uploads/2023/04/petiteknit-wzory-friday-slipover-370x444.jpg;1
PetiteKnit wzory Friday Slipover V-neck;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Friday Slipover V-neck.;Krótki opis PetiteKnit wzory Friday Slipover V-neck.;https://miedzydrutami.pl/wp-content/uploads/2023/04/petiteknit-wzory-friday-slipover-vneck-1-370x444.webp;1
PetiteKnit wzory Cumulus Blouse;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Cumulus Blouse.;Krótki opis PetiteKnit wzory Cumulus Blouse.;https://miedzydrutami.pl/wp-content/uploads/2023/04/wzor-petite-knit-cumulus-blouse-370x444.jpg;1
PetiteKnit wzory Anker’s Cardigan My Size;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Anker’s Cardigan My Size.;Krótki opis PetiteKnit wzory Anker’s Cardigan My Size.;https://miedzydrutami.pl/wp-content/uploads/2023/04/Petite-knit-ankrers-cardigan-my-size-370x444.jpg;1
Metka PetiteKnit Size;Włóczki;14.00;1;10;Opis produktu Metka PetiteKnit Size.;Krótki opis Metka PetiteKnit Size.;https://miedzydrutami.pl/wp-content/uploads/2023/04/petiteknit-metka-size-370x444.jpg;1
Metka PetiteKnit Made with Love;Włóczki;14.00;1;10;Opis produktu Metka PetiteKnit Made with Love.;Krótki opis Metka PetiteKnit Made with Love.;https://miedzydrutami.pl/wp-content/uploads/2023/04/petiteknit-metka-made-with-love-370x444.jpg;1
Torba projektowa Muud szydełko;Włóczki;129.00;1;10;Opis produktu Torba projektowa Muud szydełko.;Krótki opis Torba projektowa Muud szydełko.;https://miedzydrutami.pl/wp-content/uploads/2023/03/Torba-shopper-muud-szydelko-1-370x444.jpg;1
Druty Addi Novel 40 cm;Włóczki;37.00;1;10;Opis produktu Druty Addi Novel 40 cm.;Krótki opis Druty Addi Novel 40 cm.;https://miedzydrutami.pl/wp-content/uploads/2022/07/Druty-metalowe-na-zylce-addi-novel-370x444.webp;1
Nożyczki bocianki Madera;Włóczki;38.50;1;10;Opis produktu Nożyczki bocianki Madera.;Krótki opis Nożyczki bocianki Madera.;https://miedzydrutami.pl/wp-content/uploads/2023/03/nozyczki-370x444.jpg;1
Nożyczki małe Addi;Włóczki;19.50;1;10;Opis produktu Nożyczki małe Addi.;Krótki opis Nożyczki małe Addi.;https://miedzydrutami.pl/wp-content/uploads/2023/04/nozyczki-male-pozlacane-370x444.jpg;1
Parasolka drewniana motowidło KnitPro;Włóczki;280.00;1;10;Opis produktu Parasolka drewniana motowidło KnitPro.;Krótki opis Parasolka drewniana motowidło KnitPro.;https://miedzydrutami.pl/wp-content/uploads/2023/07/nawijarka-motowidlo-knitpro-370x444.jpg;1
Zwijarka drewniana KnitPro;Włóczki;590.00;1;10;Opis produktu Zwijarka drewniana KnitPro.;Krótki opis Zwijarka drewniana KnitPro.;https://miedzydrutami.pl/wp-content/uploads/2023/04/nawijarka-drewniana-kolor-1-370x444.jpg;1
Nawijarka do włóczek ręczna KnitPro;Włóczki;160.00;1;10;Opis produktu Nawijarka do włóczek ręczna KnitPro.;Krótki opis Nawijarka do włóczek ręczna KnitPro.;https://miedzydrutami.pl/wp-content/uploads/2023/04/nawijarka-katowa-knitpro-370x444.jpg;1
Torba Shopper Muud BLACK XL;Włóczki;38.00;1;10;Opis produktu Torba Shopper Muud BLACK XL.;Krótki opis Torba Shopper Muud BLACK XL.;https://miedzydrutami.pl/wp-content/uploads/2023/03/Muud-shopper-Xl-black-370x444.jpg;1
Etui HEE Muud brąz;Włóczki;69.00;1;10;Opis produktu Etui HEE Muud brąz.;Krótki opis Etui HEE Muud brąz.;https://miedzydrutami.pl/wp-content/uploads/2023/05/Hee3-370x444.jpg;1
Zestaw drutów Gratitude Mindful;Włóczki;570.00;1;10;Opis produktu Zestaw drutów Gratitude Mindful.;Krótki opis Zestaw drutów Gratitude Mindful.;https://miedzydrutami.pl/wp-content/uploads/2023/06/mindful-the-gratitude-set-2-370x444.jpg;1
Sommer Dame 2305 Sandnes Garn;Włóczki;36.00;1;10;Opis produktu Sommer Dame 2305 Sandnes Garn.;Krótki opis Sommer Dame 2305 Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2023/03/Summer-2305-sandnes-garn-czasopismo-370x444.webp;1
PetiteKnit Festival Sweater My Size wzór;Włóczki;35.00;1;10;Opis produktu PetiteKnit Festival Sweater My Size wzór.;Krótki opis PetiteKnit Festival Sweater My Size wzór.;https://miedzydrutami.pl/wp-content/uploads/2023/03/Petiteknit-festival-sweater-my-size-370x444.jpg;1
PetiteKnit Festival Dress wzór;Włóczki;35.00;1;10;Opis produktu PetiteKnit Festival Dress wzór.;Krótki opis PetiteKnit Festival Dress wzór.;https://miedzydrutami.pl/wp-content/uploads/2023/03/Petiteknit-festival-dress-370x444.jpg;1
PetiteKnit Festival Sweater wzór;Włóczki;35.00;1;10;Opis produktu PetiteKnit Festival Sweater wzór.;Krótki opis PetiteKnit Festival Sweater wzór.;https://miedzydrutami.pl/wp-content/uploads/2023/03/Petiteknit-festival-sweater-1-370x444.jpg;1
PetiteKnit Marseille Young wzór;Włóczki;35.00;1;10;Opis produktu PetiteKnit Marseille Young wzór.;Krótki opis PetiteKnit Marseille Young wzór.;https://miedzydrutami.pl/wp-content/uploads/2023/03/petiteknit-marseille-young-370x444.webp;1
PetiteKnit Cumulus Top wzór;Włóczki;35.00;1;10;Opis produktu PetiteKnit Cumulus Top wzór.;Krótki opis PetiteKnit Cumulus Top wzór.;https://miedzydrutami.pl/wp-content/uploads/2023/03/wzor-petite-knit-cumulus-top-370x444.jpg;1
PetiteKnit wzory Friday Tee;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Friday Tee.;Krótki opis PetiteKnit wzory Friday Tee.;https://miedzydrutami.pl/wp-content/uploads/2023/04/petiteknit-wzory-friday-tee-370x444.jpg;1
PetiteKnit wzory Champagne Cardigan;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Champagne Cardigan.;Krótki opis PetiteKnit wzory Champagne Cardigan.;https://miedzydrutami.pl/wp-content/uploads/2023/03/wzory-petiteknit-champagne-cardigan-370x444.jpg;1
PetiteKnit Anker Tee wzór;Włóczki;35.00;1;10;Opis produktu PetiteKnit Anker Tee wzór.;Krótki opis PetiteKnit Anker Tee wzór.;https://miedzydrutami.pl/wp-content/uploads/2023/03/wzor-petite-knit-anker-tee-2-370x444.jpg;1
PetiteKnit Marseille Sweater wzór;Włóczki;35.00;1;10;Opis produktu PetiteKnit Marseille Sweater wzór.;Krótki opis PetiteKnit Marseille Sweater wzór.;https://miedzydrutami.pl/wp-content/uploads/2023/03/petiteknit-marseille-sweater-370x444.jpg;1
PetiteKnit wzory Terrazzo Slipover;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Terrazzo Slipover.;Krótki opis PetiteKnit wzory Terrazzo Slipover.;https://miedzydrutami.pl/wp-content/uploads/2023/03/PetiteKnit_Terrazzo_Slipover_2-370x444.jpg;1
PetiteKnit wzory Sunday Mohair;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Sunday Mohair.;Krótki opis PetiteKnit wzory Sunday Mohair.;https://miedzydrutami.pl/wp-content/uploads/2023/04/Petiteknit-wzory-sunday-sweater-mohair-edition-370x444.webp;1
PetiteKnit wzory Sunday Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Sunday Sweater.;Krótki opis PetiteKnit wzory Sunday Sweater.;https://miedzydrutami.pl/wp-content/uploads/2023/04/petiteknit-wzory-sunday-sweater-370x444.jpg;1
PetiteKnit wzory Novice Mohair Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Novice Mohair Sweater.;Krótki opis PetiteKnit wzory Novice Mohair Sweater.;https://miedzydrutami.pl/wp-content/uploads/2023/04/petiteknit-wzory-novice-mohair-sweater-370x444.jpg;1
PetiteKnit wzory Novice Cardigan mohair;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Novice Cardigan mohair.;Krótki opis PetiteKnit wzory Novice Cardigan mohair.;https://miedzydrutami.pl/wp-content/uploads/2023/03/petiteknit-wzory-novice-cardigan-mohair-370x444.webp;1
PetiteKnit November Jacket wzór;Włóczki;35.00;1;10;Opis produktu PetiteKnit November Jacket wzór.;Krótki opis PetiteKnit November Jacket wzór.;https://miedzydrutami.pl/wp-content/uploads/2023/03/Petiteknit-novemebr-jacket-370x444.jpg;1
PetiteKnit Cumulus Tee wzór;Włóczki;35.00;1;10;Opis produktu PetiteKnit Cumulus Tee wzór.;Krótki opis PetiteKnit Cumulus Tee wzór.;https://miedzydrutami.pl/wp-content/uploads/2023/03/wzor-petite-knit-cumulus-tee-370x444.jpg;1
PetiteKnit wzory No Frills Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory No Frills Sweater.;Krótki opis PetiteKnit wzory No Frills Sweater.;https://miedzydrutami.pl/wp-content/uploads/2023/04/petiteknit-wzory-no-frills-sweater-370x444.webp;1
PetiteKnit The Hipster Hat wzór;Włóczki;35.00;1;10;Opis produktu PetiteKnit The Hipster Hat wzór.;Krótki opis PetiteKnit The Hipster Hat wzór.;https://miedzydrutami.pl/wp-content/uploads/2023/03/petiteknit-the-hipster-hat-370x444.webp;1
PetiteKnit wzory Friday Junior;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Friday Junior.;Krótki opis PetiteKnit wzory Friday Junior.;https://miedzydrutami.pl/wp-content/uploads/2023/04/petiteknit-wzory-friday-junior-370x444.jpg;1
PetiteKnit wzory Caramel Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Caramel Sweater.;Krótki opis PetiteKnit wzory Caramel Sweater.;https://miedzydrutami.pl/wp-content/uploads/2023/03/petiteknit-wzory-caramel-sweater-370x444.webp;1
PetiteKnit wzory Balloon Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Balloon Sweater.;Krótki opis PetiteKnit wzory Balloon Sweater.;https://miedzydrutami.pl/wp-content/uploads/2023/03/Petitknit-wzory-balloon-sweater-370x444.jpg;1
